Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
04-Aug-1996,Boxing Featherweight Men - Olympic Games 1996,9,,"Rogerio de Brito (BRA, 12 Aug 1966)",Brazil,,29-358,
04-Aug-1996,Boxing Light Heavyweight Men - Olympic Games 1996,7,,"Daniel Bispo (BRA, 16 Jun 1970)",Brazil,,26-049,
04-Aug-1996,Equestrian - Jumping Individual Open - Olympic Games 1996,8,,de Miranda (Arisco Aspen),Brazil,,23-181,4.00
04-Aug-1996,Equestrian - Jumping Individual Open - Olympic Games 1996,9,,Pessoa (Tomboy),Brazil,,23-249,4.25
04-Aug-1996,Equestrian - Jumping Individual Open - Olympic Games 1996,18,,Johannpeter (Calei Joter),Brazil,,33-140,12.00
04-Aug-1996,Equestrian - Jumping Individual Open - Olympic Games 1996,48,,De Azevedo (Cassiana Joter),Brazil,,42-353,
04-Aug-1996,Football Team Men - Olympic Games 1996,3,B,Brazil,Brazil,,23-155,
04-Aug-1996,Handball Team Men - Olympic Games 1996,11,,Brazil,Brazil,,26-277,
04-Aug-1996,Table Tennis Singles Men - Olympic Games 1996,9,,"Hugo Hoyama (BRA, 09 May 1969)",Brazil,,27-087,
04-Aug-1996,Volleyball Team Men - Olympic Games 1996,5,,Brazil,Brazil,,26-128,
03-Aug-1996,Athletics 4 x 100m Relay Men - Olympic Games 1996,3,B,Brazil,Brazil,,27-330,38.41
03-Aug-1996,Athletics 4 x 400m Relay Men - Olympic Games 1996,11,,Brazil,Brazil,,24-091,3:03.46
03-Aug-1996,Athletics 1500m Men - Olympic Games 1996,30,,"Edgar De Oliveira (BRA, 11 Nov 1967)",Brazil,,28-266,3:40.70
03-Aug-1996,Athletics 1500m Men - Olympic Games 1996,42,,"Joaquim Cruz (BRA, 12 Mar 1963)",Brazil,,33-144,3:45.32
03-Aug-1996,Athletics 5000m Men - Olympic Games 1996,32,,"Adalberto Batista Garcia (BRA, 31 Aug 1967)",Brazil,,28-338,14:28.64
03-Aug-1996,Basketball Team Men - Olympic Games 1996,6,,Brazil,Brazil,,26-347,
03-Aug-1996,Boxing Lightweight Men - Olympic Games 1996,9,,"Agnaldo Magalhaes (BRA, 07 Mar 1976)",Brazil,,20-149,
03-Aug-1996,Boxing Middleweight Men - Olympic Games 1996,9,,"Ricardo Rodriguez (BRA, 05 Apr 1974)",Brazil,,22-120,
03-Aug-1996,Canoe Sprint K1 1000m Men - Olympic Games 1996,8,,"Sebastian Cuattrin (BRA, 06 Sep 1973)",Brazil,,22-332,3:34.669
03-Aug-1996,Cycling - Road Individual time trial Men - Olympic Games 1996,35,,"Hernandes Quadri (BRA, 08 Dec 1967)",Brazil,,28-239,1:14:12
03-Aug-1996,Cycling - Road Individual time trial Men - Olympic Games 1996,36,,"Valdir Lermen (BRA, 07 Apr 1977)",Brazil,,19-118,1:14:48
03-Aug-1996,Tennis Doubles Women - Olympic Games 1996,17,,"D'Agostini / Menga",Brazil,,18-321,
03-Aug-1996,Tennis Singles Men - Olympic Games 1996,4,,"Fernando Meligeni (BRA, 12 Apr 1971)",Brazil,,25-113,
03-Aug-1996,Volleyball Team Women - Olympic Games 1996,3,B,Brazil,Brazil,,26-361,
02-Aug-1996,Athletics 3000m Steeplechase Men - Olympic Games 1996,34,,"Clodoaldo Lopes Do Carmo (BRA, 27 Apr 1968)",Brazil,,28-097,8:51.78
02-Aug-1996,Athletics Shot Put Women - Olympic Games 1996,21,,"Elisângela Adriano (BRA, 27 Jul 1972)",Brazil,,24-006,16.49
01-Aug-1996,Athletics 200m Men - Olympic Games 1996,20,,"Edson Ribeiro (BRA, 08 Dec 1972)",Brazil,,23-237,20.60
01-Aug-1996,Athletics 200m Men - Olympic Games 1996,24,,"Róbson da Silva (BRA, 04 Sep 1964)",Brazil,,31-332,20.65
01-Aug-1996,Athletics 200m Men - Olympic Games 1996,39,,"Claudinei da Silva (BRA, 19 Nov 1970)",Brazil,,25-256,
01-Aug-1996,Athletics 400m Hurdles Men - Olympic Games 1996,7,,"Everson Teixeira (BRA, 23 Nov 1974)",Brazil,,21-252,48.57
01-Aug-1996,Athletics 400m Hurdles Men - Olympic Games 1996,8,,"Eronilde de Araújo (BRA, 31 Dec 1970)",Brazil,,25-214,48.78
01-Aug-1996,Athletics 400m Hurdles Men - Olympic Games 1996,48,,"Cleverson da Silva (BRA, 05 Sep 1973)",Brazil,,22-331,51.23
01-Aug-1996,Equestrian - Jumping Team Open - Olympic Games 1996,3,B,Brazil,Brazil,,30-320,17.25
01-Aug-1996,Football Team Women - Olympic Games 1996,4,,Brazil,Brazil,,27-058,
01-Aug-1996,Sailing 470 Men - Olympic Games 1996,29,,Santos / Amado,Brazil,,19-311,200
31-Jul-1996,Athletics 800m Men - Olympic Games 1996,23,,"José Luiz Barbosa (BRA, 27 May 1961)",Brazil,,35-065,1:50.33
31-Jul-1996,Athletics 800m Men - Olympic Games 1996,45,,"Flávio de Oliveira Godoy (BRA, 13 Dec 1969)",Brazil,,26-231,1:48.91
31-Jul-1996,Athletics Triple Jump Women - Olympic Games 1996,21,,"Maria Aparecida De Souza (BRA, 05 Sep 1971)",Brazil,,24-330,13.38
31-Jul-1996,Cycling - Road Road race Men - Olympic Games 1996,91,,"Mauro Ribeiro (BRA, 19 Jul 1964)",Brazil,,32-012,4:56:51
31-Jul-1996,Cycling - Road Road race Men - Olympic Games 1996,DNF,,"Jamil Suaiden (BRA, 21 Nov 1972)",Brazil,,23-253,
31-Jul-1996,Cycling - Road Road race Men - Olympic Games 1996,DNF,,"Hernandes Quadri (BRA, 08 Dec 1967)",Brazil,,28-236,
31-Jul-1996,Cycling - Road Road race Men - Olympic Games 1996,DNF,,"Daniel Rogelim (BRA, 13 Oct 1972)",Brazil,,23-292,
31-Jul-1996,Cycling - Road Road race Men - Olympic Games 1996,DNF,,"Márcio May (BRA, 22 May 1972)",Brazil,,24-070,
31-Jul-1996,Table Tennis Singles Women - Olympic Games 1996,17,,"Lyanne Miyuki Kosaka (BRA, 06 Feb 1974)",Brazil,,22-176,
31-Jul-1996,Table Tennis Singles Women - Olympic Games 1996,49,,"Monica Doti (BRA, 12 May 1970)",Brazil,,26-080,
30-Jul-1996,Mountain Bike Cross Country Men - Olympic Games 1996,27,,"Márcio Ravelli (BRA, 27 Feb 1972)",Brazil,,24-154,2:45:16
30-Jul-1996,Mountain Bike Cross Country Men - Olympic Games 1996,35,,"Ivanir Lopes (BRA, 08 Dec 1971)",Brazil,,24-235,2:53:29
29-Jul-1996,Athletics 110m Hurdles Men - Olympic Games 1996,28,,"Pedro Paulo Chiamulera (BRA, 29 Jun 1964)",Brazil,,32-030,13.77
29-Jul-1996,Athletics 110m Hurdles Men - Olympic Games 1996,30,,"Walmes De Souza (BRA, 14 Sep 1974)",Brazil,,21-319,14.12
29-Jul-1996,Athletics 110m Hurdles Men - Olympic Games 1996,33,,"Emerson Perin (BRA, 17 Mar 1975)",Brazil,,21-134,13.76
29-Jul-1996,Athletics 400m Men - Olympic Games 1996,23,,"Sanderlei Parrela (BRA, 07 Oct 1974)",Brazil,,21-296,45.72
29-Jul-1996,Athletics 400m Men - Olympic Games 1996,33,,"Osmar Dos Santos (BRA, 20 Oct 1968)",Brazil,,27-283,46.16
29-Jul-1996,Athletics 400m Men - Olympic Games 1996,39,,"Valdinei da Silva (BRA, 29 Mar 1972)",Brazil,,24-122,46.61
29-Jul-1996,Athletics 400m Women - Olympic Games 1996,22,,"Maria Magnólia Figueirêdo (BRA, 11 Nov 1963)",Brazil,,32-261,51.98
29-Jul-1996,Athletics 800m Women - Olympic Games 1996,17,,"Luciana Mendes (BRA, 26 Jul 1971)",Brazil,,25-003,2:00.25
29-Jul-1996,Athletics 10000m Men - Olympic Games 1996,36,,"Ronaldo da Costa (BRA, 07 Jun 1970)",Brazil,,26-052,29:26.58
29-Jul-1996,Athletics Long Jump Men - Olympic Games 1996,27,,"Nélson Ferreira (BRA, 01 Jan 1973)",Brazil,,23-210,7.76
29-Jul-1996,Athletics Long Jump Men - Olympic Games 1996,33,,"Douglas De Souza (BRA, 06 Aug 1972)",Brazil,,23-358,7.61
29-Jul-1996,Athletics Long Jump Men - Olympic Games 1996,42,,"Marcio Da Cruz (BRA, 06 Feb 1974)",Brazil,,22-174,7.12
29-Jul-1996,Sailing Finn Men - Olympic Games 1996,10,,"Christoph Bergmann (BRA, 10 May 1963)",Brazil,,33-080,79
28-Jul-1996,Athletics 5000m Women - Olympic Games 1996,21,,"Roseli Machado (BRA, 27 Dec 1968)",Brazil,,27-214,15:41.63
28-Jul-1996,Athletics Marathon Women - Olympic Games 1996,39,,"Márcia Narloch (BRA, 28 Mar 1969)",Brazil,,27-122,2:39:33
28-Jul-1996,Athletics Marathon Women - Olympic Games 1996,60,,"Solange De Souza (BRA, 05 Feb 1969)",Brazil,,27-174,2:56:23
28-Jul-1996,Athletics Marathon Women - Olympic Games 1996,DNF,,"Carmen de Oliveira (BRA, 17 Aug 1965)",Brazil,,30-346,
28-Jul-1996,Beach Volleyball Team Men - Olympic Games 1996,9,,Franco / Roberto Lopes,Brazil,,29-278,
28-Jul-1996,Beach Volleyball Team Men - Olympic Games 1996,9,,Emanuel / Zé Marco,Brazil,,24-118,
28-Jul-1996,Canoe Slalom K1 Men - Olympic Games 1996,32,,"Gustavo Selbach (BRA, 25 Aug 1974)",Brazil,,21-338,162.48
28-Jul-1996,Rowing Quadruple Sculls Men - Olympic Games 1996,14,,Brazil,Brazil,,23-100,6:12.86
27-Jul-1996,Athletics 100m Men - Olympic Games 1996,19,,"André da Silva (BRA, 26 Nov 1972)",Brazil,,23-244,10.26
27-Jul-1996,Athletics 100m Men - Olympic Games 1996,42,,"Edson Ribeiro (BRA, 08 Dec 1972)",Brazil,,23-232,10.39
27-Jul-1996,Athletics 100m Men - Olympic Games 1996,70,,"Arnaldo Silva (BRA, 26 Mar 1964)",Brazil,,32-123,10.62
27-Jul-1996,Athletics 100m Women - Olympic Games 1996,41,,"Cleide Amaral (BRA, 17 Jul 1967)",Brazil,,29-010,11.76
27-Jul-1996,Athletics Triple Jump Men - Olympic Games 1996,17,,"Anísio Silva (BRA, 18 Jun 1969)",Brazil,,27-039,16.67
27-Jul-1996,Athletics Triple Jump Men - Olympic Games 1996,22,,"Messias José Baptista (BRA, 24 May 1968)",Brazil,,28-064,16.45
27-Jul-1996,Beach Volleyball Team Women - Olympic Games 1996,1,G,Jackie Silva / Sandra Pires,Brazil,,28-286,
27-Jul-1996,Beach Volleyball Team Women - Olympic Games 1996,2,S,Adriana Samuel / Mônica,Brazil,,29-209,
27-Jul-1996,Canoe Slalom C1 Men - Olympic Games 1996,23,,"Leonardo Selbach (BRA, 01 Jul 1971)",Brazil,,25-026,184.54
27-Jul-1996,Rowing Double Sculls Men - Olympic Games 1996,15,,Marcilli / Marinho,Brazil,,24-208,6:47.12
26-Jul-1996,Athletics 20km Walk Men - Olympic Games 1996,26,,"Sergio Galdino (BRA, 07 May 1969)",Brazil,,27-080,1:25:14
26-Jul-1996,Athletics 20km Walk Men - Olympic Games 1996,49,,"Claudio Bertolino (BRA, 31 Mar 1963)",Brazil,,33-117,1:31:04
26-Jul-1996,Equestrian - Eventing Individual Open - Olympic Games 1996,22,,De Almeida (Buryand),Brazil,,27-078,51.60
26-Jul-1996,Judo 48kg Women - Olympic Games 1996,19,,"Andrea Berti Rodrigues (BRA, 03 Jan 1973)",Brazil,,23-205,
26-Jul-1996,Judo 60kg Men - Olympic Games 1996,21,,"Alexander Garcia (BRA, 16 Feb 1972)",Brazil,,24-161,
26-Jul-1996,Swimming 200m Backstroke Men - Olympic Games 1996,15,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,26-247,2:03.20
26-Jul-1996,Swimming 1500m Freestyle Men - Olympic Games 1996,11,,"Luiz Lima (BRA, 10 Dec 1977)",Brazil,,18-229,15:24.16
25-Jul-1996,Judo 66kg Men - Olympic Games 1996,3,B,"Henrique Guimaraes (BRA, 09 Sep 1972)",Brazil,,23-320,
25-Jul-1996,Swimming 50m Freestyle Men - Olympic Games 1996,3,B,"Fernando Scherer (BRA, 06 Oct 1974)",Brazil,,21-293,22.29
25-Jul-1996,Swimming 50m Freestyle Men - Olympic Games 1996,12,,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,23-236,22.92
24-Jul-1996,Equestrian - Eventing Team Open - Olympic Games 1996,15,,Brazil,Brazil,,26-304,2174.45
24-Jul-1996,Judo 57kg Women - Olympic Games 1996,16,,"Danielle Zangrando (BRA, 25 Jul 1979)",Brazil,,16-365,
24-Jul-1996,Judo 73kg Men - Olympic Games 1996,5,,"Sebastian Pereira (BRA, 17 Jul 1976)",Brazil,,20-007,
24-Jul-1996,Swimming 100m Butterfly Men - Olympic Games 1996,32,,"André Teixeira (BRA, 24 Apr 1974)",Brazil,,22-091,55.23
24-Jul-1996,Swimming 100m Butterfly Women - Olympic Games 1996,14,,"Gabrielle Rose (USA, 01 Nov 1977)",Brazil,,18-266,1:01.39
24-Jul-1996,Swimming 200m Individual Medley Women - Olympic Games 1996,22,,"Gabrielle Rose (USA, 01 Nov 1977)",Brazil,,18-266,2:18.99
23-Jul-1996,Judo 63kg Women - Olympic Games 1996,20,,"Cristiane Parmigiano (BRA, 16 May 1979)",Brazil,,17-068,
23-Jul-1996,Judo 81kg Men - Olympic Games 1996,7,,"Flávio Canto (BRA, 16 Apr 1975)",Brazil,,21-098,
23-Jul-1996,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 1996,4,,Brazil,Brazil,,22-081,3:18.30
23-Jul-1996,Swimming 100m Backstroke Men - Olympic Games 1996,24,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,26-244,56.94
23-Jul-1996,Swimming 400m Freestyle Men - Olympic Games 1996,18,,"Luiz Lima (BRA, 10 Dec 1977)",Brazil,,18-226,3:56.43
22-Jul-1996,Judo 70kg Women - Olympic Games 1996,13,,"Rosiclea Campos (BRA, 07 Nov 1969)",Brazil,,26-258,
22-Jul-1996,Judo 90kg Men - Olympic Games 1996,9,,"Edelmar Branco Zanol (BRA, 01 Jan 1975)",Brazil,,21-203,
22-Jul-1996,Swimming 100m Freestyle Men - Olympic Games 1996,3,B,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,23-233,49.02
22-Jul-1996,Swimming 100m Freestyle Men - Olympic Games 1996,5,,"Fernando Scherer (BRA, 06 Oct 1974)",Brazil,,21-290,49.57
21-Jul-1996,Judo 100kg Men - Olympic Games 1996,3,B,"Aurélio Miguel (BRA, 10 Mar 1964)",Brazil,,32-133,
21-Jul-1996,Shooting Trap Men - Olympic Games 1996,20,,"Jean Labatut (BRA, 14 Mar 1971)",Brazil,,25-129,119
21-Jul-1996,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 1996,10,,Brazil,Brazil,,21-294,7:28.82
20-Jul-1996,Judo +78kg Women - Olympic Games 1996,7,,"Edinanci Silva (BRA, 23 Aug 1976)",Brazil,,19-332,
20-Jul-1996,Judo +100kg Men - Olympic Games 1996,17,,"Frederico Flexa (BRA, 12 Jan 1964)",Brazil,,32-190,
20-Jul-1996,Swimming 100m Freestyle Women - Olympic Games 1996,23,,"Gabrielle Rose (USA, 01 Nov 1977)",Brazil,,18-262,57.16
20-Jul-1996,Swimming 200m Freestyle Men - Olympic Games 1996,2,S,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,23-231,1:48.08
09-Aug-1992,Athletics Marathon Men - Olympic Games 1992,24,,"Osmiro Silva (BRA, 09 Oct 1961)",Brazil,,30-305,2:17:16
09-Aug-1992,Athletics Marathon Men - Olympic Games 1992,56,,"Joseildo Rocha Da Silva (BRA, 20 Feb 1965)",Brazil,,27-171,2:26:00
09-Aug-1992,Athletics Marathon Men - Olympic Games 1992,DNF,,"Diamantino Dos Santos (BRA, 03 Feb 1961)",Brazil,,31-188,
09-Aug-1992,Boxing Featherweight Men - Olympic Games 1992,9,,"Rogerio de Brito (BRA, 12 Aug 1966)",Brazil,,25-363,
09-Aug-1992,Boxing Flyweight Men - Olympic Games 1992,9,,"Luiz Claudio Freitas (BRA, 03 Aug 1967)",Brazil,,25-006,
09-Aug-1992,Equestrian - Jumping Individual Open - Olympic Games 1992,9,,Pessoa (Loro Piana Special Envoy),Brazil,,19-254,16.00
09-Aug-1992,Equestrian - Jumping Individual Open - Olympic Games 1992,30,,Da Motta (Coca-Cola Wendy),Brazil,,33-111,16.00
09-Aug-1992,Equestrian - Jumping Individual Open - Olympic Games 1992,50,,Alves Teixeira (Attack Z),Brazil,,34-200,
09-Aug-1992,Equestrian - Jumping Individual Open - Olympic Games 1992,65,,Pessoa (Vivaldi),Brazil,,56-237,
09-Aug-1992,Table Tennis Singles Men - Olympic Games 1992,17,,"Claudio Kano (BRA, 18 Dec 1965)",Brazil,,26-235,
09-Aug-1992,Table Tennis Singles Men - Olympic Games 1992,17,,"Hugo Hoyama (BRA, 09 May 1969)",Brazil,,23-092,
09-Aug-1992,Volleyball Team Men - Olympic Games 1992,1,G,Brazil,Brazil,,24-355,
08-Aug-1992,Athletics 4 x 400m Relay Men - Olympic Games 1992,4,,Brazil,Brazil,,25-250,3:01.61
08-Aug-1992,Athletics 1500m Men - Olympic Games 1992,24,,"Edgar De Oliveira (BRA, 11 Nov 1967)",Brazil,,24-271,3:42.53
08-Aug-1992,Basketball Team Men - Olympic Games 1992,5,,Brazil,Brazil,,30-110,
08-Aug-1992,Boxing Lightweight Men - Olympic Games 1992,17,,"Adilson Rosa Silva (BRA, 09 Sep 1967)",Brazil,,24-334,
08-Aug-1992,Canoe Sprint K1 1000m Men - Olympic Games 1992,22,,"Sebastian Cuattrin (BRA, 06 Sep 1973)",Brazil,,18-337,3:41.68
08-Aug-1992,Canoe Sprint K2 1000m Men - Olympic Games 1992,24,,Koslowski / Bispo Lacerda,Brazil,,25-335,3:31.45
08-Aug-1992,Gymnastics - Rhythmic Individual All-Around Women - Olympic Games 1992,41,,"Marta Cristina Schonhorst (BRA, 11 Nov 1974)",Brazil,,17-271,34.450
08-Aug-1992,Handball Team Men - Olympic Games 1992,12,,Brazil,Brazil,,26-314,
08-Aug-1992,Tennis Doubles Women - Olympic Games 1992,9,,Chabalgoity / Vieira,Brazil,,21-167,
08-Aug-1992,Tennis Singles Men - Olympic Games 1992,5,,"Jaime Oncins (BRA, 16 Jun 1970)",Brazil,,22-053,
08-Aug-1992,Tennis Singles Men - Olympic Games 1992,33,,"Luiz Mattar (BRA, 18 Aug 1963)",Brazil,,28-356,
07-Aug-1992,Athletics 3000m Steeplechase Men - Olympic Games 1992,11,,"Clodoaldo Lopes Do Carmo (BRA, 27 Apr 1968)",Brazil,,24-102,8:25.92
07-Aug-1992,Athletics 10000m Women - Olympic Games 1992,41,,"Carmen de Oliveira (BRA, 17 Aug 1965)",Brazil,,26-356,34:48.2
07-Aug-1992,Basketball Team Women - Olympic Games 1992,7,,Brazil,Brazil,,25-260,
07-Aug-1992,Tennis Doubles Men - Olympic Games 1992,17,,Oncins / Mattar,Brazil,,25-204,
07-Aug-1992,Tennis Singles Women - Olympic Games 1992,33,,"Andréa Vieira (BRA, 05 Feb 1971)",Brazil,,21-184,
07-Aug-1992,Volleyball Team Women - Olympic Games 1992,4,,Brazil,Brazil,,23-156,
06-Aug-1992,Athletics 200m Men - Olympic Games 1992,4,,"Róbson da Silva (BRA, 04 Sep 1964)",Brazil,,27-337,20.45
06-Aug-1992,Athletics 200m Men - Olympic Games 1992,15,,"Sidnei De Souza (BRA, 26 Jul 1966)",Brazil,,26-011,20.88
06-Aug-1992,Athletics 200m Men - Olympic Games 1992,27,,"Sergio de Menezes (BRA, 27 Apr 1965)",Brazil,,27-101,21.00
06-Aug-1992,Athletics 400m Hurdles Men - Olympic Games 1992,14,,"Eronilde de Araújo (BRA, 31 Dec 1970)",Brazil,,21-219,49.66
06-Aug-1992,Athletics 400m Hurdles Men - Olympic Games 1992,DNF,,"Pedro Paulo Chiamulera (BRA, 29 Jun 1964)",Brazil,,28-038,
06-Aug-1992,Athletics Decathlon Men - Olympic Games 1992,DNF,,"Pedro da Silva Filho (BRA, 24 Oct 1966)",Brazil,,25-287,
05-Aug-1992,Artistic Swimming Duet Women - Olympic Games 1992,15,,Lobo / Camargo Veirano,Brazil,,19-235,171.831
05-Aug-1992,Athletics 400m Men - Olympic Games 1992,18,,"Sidnei De Souza (BRA, 26 Jul 1966)",Brazil,,26-010,45.55
05-Aug-1992,Athletics 400m Men - Olympic Games 1992,26,,"Edielson Rocha (BRA, 14 Jan 1967)",Brazil,,25-204,46.34
05-Aug-1992,Athletics 800m Men - Olympic Games 1992,4,,"José Luiz Barbosa (BRA, 27 May 1961)",Brazil,,31-070,1:45.06
05-Aug-1992,Table Tennis Singles Women - Olympic Games 1992,49,,"Monica Doti (BRA, 12 May 1970)",Brazil,,22-085,
05-Aug-1992,Table Tennis Singles Women - Olympic Games 1992,49,,"Lyanne Miyuki Kosaka (BRA, 06 Feb 1974)",Brazil,,18-181,
04-Aug-1992,Equestrian - Jumping Team Open - Olympic Games 1992,10,,Brazil,Brazil,,36-013,51.75
03-Aug-1992,Archery Individual Men - Olympic Games 1992,30,,"Vitor Augusto Krieger (BRA, 30 Apr 1960)",Brazil,,32-095,
03-Aug-1992,Archery Individual Men - Olympic Games 1992,49,,"Renato Emilio (BRA, 12 May 1955)",Brazil,,37-083,
03-Aug-1992,Athletics 110m Hurdles Men - Olympic Games 1992,29,,"Jailto Bonfim (BRA, 04 Jan 1964)",Brazil,,28-212,14.06
03-Aug-1992,Athletics Triple Jump Men - Olympic Games 1992,29,,"Anísio Silva (BRA, 18 Jun 1969)",Brazil,,23-046,16.03
03-Aug-1992,Athletics Triple Jump Men - Olympic Games 1992,38,,"Jorge Luis Teixeira Da Silva (BRA, 04 Jan 1966)",Brazil,,26-212,15.64
03-Aug-1992,Sailing 470 Men - Olympic Games 1992,13,,Arndt / Costa,Brazil,,28-000,116.7
03-Aug-1992,Sailing 470 Women - Olympic Games 1992,15,,Swan de Freitas / Scheel,Brazil,,21-227,100.7
03-Aug-1992,Sailing Finn Men - Olympic Games 1992,10,,"Christoph Bergmann (BRA, 10 May 1963)",Brazil,,29-085,84
02-Aug-1992,Canoe Slalom K1 Men - Olympic Games 1992,30,,"Marlon Almiro Grings (BRA, 16 Jul 1976)",Brazil,,16-017,120.82
02-Aug-1992,Canoe Slalom K1 Men - Olympic Games 1992,31,,"Gustavo Selbach (BRA, 25 Aug 1974)",Brazil,,17-343,122.14
02-Aug-1992,Cycling - Road Road race Men - Olympic Games 1992,28,,"Wanderley Magalhães (BRA, 08 Oct 1966)",Brazil,,25-299,4:35:56
02-Aug-1992,Cycling - Road Road race Men - Olympic Games 1992,DNF,,"Tony Magalhães (BRA, 09 Aug 1969)",Brazil,,22-359,
02-Aug-1992,Cycling - Road Road race Men - Olympic Games 1992,DNF,,"Hernandes Quadri (BRA, 08 Dec 1967)",Brazil,,24-238,
02-Aug-1992,Fencing Individual Sabre Men - Olympic Games 1992,37,,"Ricardo Menalda (BRA, 28 Sep 1965)",Brazil,,26-309,
02-Aug-1992,Gymnastics - Artistic Floor Exercise Men - Olympic Games 1992,81,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-010,18.425
02-Aug-1992,Gymnastics - Artistic Horizontal Bar Men - Olympic Games 1992,80,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-010,18.375
02-Aug-1992,Gymnastics - Artistic Parallel Bars Men - Olympic Games 1992,77,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-010,18.450
02-Aug-1992,Gymnastics - Artistic Pommel Horse Men - Olympic Games 1992,80,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-010,18.150
02-Aug-1992,Gymnastics - Artistic Rings Men - Olympic Games 1992,87,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-010,17.875
02-Aug-1992,Gymnastics - Artistic Vault Men - Olympic Games 1992,89,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-010,18.300
02-Aug-1992,Judo 48kg Women - Olympic Games 1992,13,,"Andrea Berti Rodrigues (BRA, 03 Jan 1973)",Brazil,,19-212,
02-Aug-1992,Judo 60kg Men - Olympic Games 1992,19,,"Shigueto Yamasaki (BRA, 30 Jul 1966)",Brazil,,26-003,
01-Aug-1992,Athletics 100m Men - Olympic Games 1992,10,,"Róbson da Silva (BRA, 04 Sep 1964)",Brazil,,27-332,10.32
01-Aug-1992,Athletics 100m Men - Olympic Games 1992,21,,"Arnaldo Silva (BRA, 26 Mar 1964)",Brazil,,28-128,10.47
01-Aug-1992,Athletics 100m Men - Olympic Games 1992,45,,"André da Silva (BRA, 26 Nov 1972)",Brazil,,19-249,10.78
01-Aug-1992,Athletics Marathon Women - Olympic Games 1992,17,,"Márcia Narloch (BRA, 28 Mar 1969)",Brazil,,23-126,2:44:32
01-Aug-1992,Athletics Marathon Women - Olympic Games 1992,31,,"Janete Mayal (BRA, 19 Jul 1963)",Brazil,,29-013,3:00:23
01-Aug-1992,Canoe Slalom C1 Men - Olympic Games 1992,26,,"Leonardo Selbach (BRA, 01 Jul 1971)",Brazil,,21-031,140.60
01-Aug-1992,Fencing Individual Epee Men - Olympic Games 1992,20,,"Roberto Lazzarini (BRA, 19 Aug 1961)",Brazil,,30-348,
01-Aug-1992,Fencing Individual Epee Men - Olympic Games 1992,61,,"Luciano Finardi (BRA, 15 Jan 1966)",Brazil,,26-199,
01-Aug-1992,Fencing Individual Epee Men - Olympic Games 1992,63,,"Francisco Raymis Ribeiro (BRA, 12 Apr 1971)",Brazil,,21-111,
01-Aug-1992,Gymnastics - Artistic Beam Women - Olympic Games 1992,81,,"Luisa Parente Ribeiro (BRA, 01 Feb 1973)",Brazil,,19-182,18.487
01-Aug-1992,Gymnastics - Artistic Floor Exercise Women - Olympic Games 1992,63,,"Luisa Parente Ribeiro (BRA, 01 Feb 1973)",Brazil,,19-182,19.137
01-Aug-1992,Gymnastics - Artistic Uneven Bars Women - Olympic Games 1992,43,,"Luisa Parente Ribeiro (BRA, 01 Feb 1973)",Brazil,,19-182,19.549
01-Aug-1992,Gymnastics - Artistic Vault Women - Olympic Games 1992,29,,"Luisa Parente Ribeiro (BRA, 01 Feb 1973)",Brazil,,19-182,19.624
01-Aug-1992,Judo 52kg Women - Olympic Games 1992,9,,"Patricia Dias (BRA, 24 Mar 1965)",Brazil,,27-130,
01-Aug-1992,Judo 66kg Men - Olympic Games 1992,1,G,"Rogerio Sampaio Cardoso (BRA, 12 Sep 1967)",Brazil,,24-324,
01-Aug-1992,Shooting 10m Air Pistol Women - Olympic Games 1992,45,,"Tania Giansanti (BRA, 11 May 1956)",Brazil,,36-082,366
31-Jul-1992,Athletics 20km Walk Men - Olympic Games 1992,27,,"Sergio Galdino (BRA, 07 May 1969)",Brazil,,23-085,1:33:32
31-Jul-1992,Athletics 20km Walk Men - Olympic Games 1992,32,,"Marcelo Moreira (BRA, 02 Jun 1966)",Brazil,,26-059,1:40:11
31-Jul-1992,Athletics 20km Walk Men - Olympic Games 1992,DNF,,"Ademar Jose Kammler (BRA, 24 May 1970)",Brazil,,22-068,
31-Jul-1992,Gymnastics - Artistic Individual All-Around Men - Olympic Games 1992,84,,"Marco Monteiro (BRA, 23 Jul 1966)",Brazil,,26-008,109.575
31-Jul-1992,Judo 57kg Women - Olympic Games 1992,13,,"Jemina Alves (BRA, 01 Oct 1964)",Brazil,,27-304,
31-Jul-1992,Judo 73kg Men - Olympic Games 1992,34,,"Sergio Ricardo Souza Oliveira (BRA, 18 May 1967)",Brazil,,25-074,
